TCODE,TIMESTAMP,TXID,FREQ,BW,AMP,DEVCNT,X,Y,Z,TLW
0,2015-07-31T16:42:07,36328616,528430624,14642,-101.19,3,-85.89,67.32,8.00,0.6
0,2015-07-31T16:42:07,40865811,539807232,4880,-85.09,1,-73.90,62.15,8.00,3.4
0,2015-07-31T16:42:07,97122744,539870656,9761,-99.81,2,-81.36,42.59,8.00,3.3
0,2015-07-31T16:42:07,83795101,539935360,14642,-88.65,2,-79.76,46.77,8.00,8.3
0,2015-07-31T16:42:07,59875887,539999296,13247,-87.38,1,-78.00,51.40,8.00,5
0,2015-07-31T16:42:07,6486643,540062720,14642,-81.42,2,-79.55,47.34,8.00,2.8
0,2015-07-31T16:42:07,29326973,540127872,9761,-78.37,2,-81.30,42.73,8.00,5.4
0,2015-07-31T16:42:07,66682420,540188864,4880,-92.22,1,-78.18,50.92,8.00,5.7
0,2015-07-31T16:42:07,36613556,552997120,13341,-82.11,5,-66.41,63.99,8.00,9.9
0,2015-07-31T16:42:07,15792631,577580544,15727,-72.72,3,-75.45,75.37,8.00,2
0,2015-07-31T16:42:07,78278852,589866048,9761,-64.98,1,-102.89,95.06,8.00,5.1
0,2015-07-31T16:42:07,78853699,589864832,4880,-87.49,1,-102.89,95.06,8.00,1.8
0,2015-07-31T16:42:08,81065763,500017344,29283,-104.47,1,-73.90,62.15,8.00,3.2
0,2015-07-31T16:42:08,14384806,500008800,4880,-74.93,1,-73.90,62.15,8.00,5
0,2015-07-31T16:42:08,33662470,500012480,9761,-60.92,1,-73.90,62.15,8.00,1.9
0,2015-07-31T16:42:08,8525351,503847872,10923,-88.02,1,-64.95,62.71,8.00,4.1
0,2015-07-31T16:42:08,93983076,528430496,14266,-93.46,1,-81.22,59.83,8.00,7.1
0,2015-07-31T16:42:08,39672101,539807232,4880,-55.55,1,-73.90,62.15,8.00,0.5
0,2015-07-31T16:42:08,673222,539870656,9761,-88.25,2,-81.36,42.59,8.00,1
0,2015-07-31T16:42:08,5384854,539935360,14642,-76,2,-79.76,46.77,8.00,0.5
0,2015-07-31T16:42:08,1495849,539999296,13247,-97.36,1,-78.00,51.40,8.00,1.6
0,2015-07-31T16:42:08,10011338,540062720,14642,-79.06,2,-79.55,47.34,8.00,1.5
0,2015-07-31T16:42:08,3231927,540127872,9761,-41.91,2,-81.30,42.73,8.00,4.3
0,2015-07-31T16:42:08,54702791,540188864,4880,-36.78,1,-78.18,50.92,8.00,0.4
0,2015-07-31T16:42:08,19180336,552997120,12608,-71.28,1,-67.22,57.44,8.00,6.3
0,2015-07-31T16:42:08,86167990,577580544,15727,-70.12,3,-75.45,75.37,8.00,1.9
0,2015-07-31T16:42:08,24276194,589866048,9761,-32.43,1,-102.89,95.06,8.00,6.3
0,2015-07-31T16:42:08,42015829,589864832,4880,-74.12,1,-102.89,95.06,8.00,2.3
0,2015-07-31T16:42:09,34930098,500017344,29283,-102.57,1,-73.90,62.15,8.00,5.6
0,2015-07-31T16:42:09,92364076,500008800,4880,-77.74,1,-73.90,62.15,8.00,8.2
0,2015-07-31T16:42:09,70487755,500012480,9761,-89.3,1,-73.90,62.15,8.00,1.8
0,2015-07-31T16:42:09,70955993,503847968,11196,-102.94,1,-65.07,58.96,8.00,3.8
0,2015-07-31T16:42:09,1717636,528431296,13666,-73.16,1,-78.38,55.79,8.00,6.8
0,2015-07-31T16:42:09,65795554,539807232,4880,-65.13,1,-73.90,62.15,8.00,0.8
0,2015-07-31T16:42:09,67924702,539870656,9761,-70.62,2,-81.36,42.59,8.00,9.3
0,2015-07-31T16:42:09,76340342,539935360,14642,-60.18,2,-79.76,46.77,8.00,5.6
0,2015-07-31T16:42:09,11548758,539999296,13247,-87.15,1,-78.00,51.40,8.00,4.8
0,2015-07-31T16:42:09,31523985,540062720,14642,-68.46,2,-79.55,47.34,8.00,4.7
0,2015-07-31T16:42:09,89261223,540127872,9761,-65.7,2,-81.30,42.73,8.00,3.1
0,2015-07-31T16:42:09,20484535,540188864,4880,-32.26,1,-78.18,50.92,8.00,0.1
0,2015-07-31T16:42:09,56578432,552997696,13015,-62.12,1,-64.69,52.93,8.00,1.9
0,2015-07-31T16:42:09,47733319,577580544,15557,-90.33,1,-71.11,69.14,8.00,9.8
0,2015-07-31T16:42:09,88846314,589866048,9761,-56.77,1,-102.89,95.06,8.00,4.4
0,2015-07-31T16:42:09,71926178,589864576,4880,-95.36,1,-91.02,77.66,8.00,4.3
0,2015-07-31T16:42:09,38663536,500017344,29283,-36.72,1,-73.90,62.15,8.00,7.4
0,2015-07-31T16:42:09,60067810,500008800,4880,-41.87,1,-73.90,62.15,8.00,2.5
0,2015-07-31T16:42:09,65957081,500012480,9761,-84.57,1,-73.90,62.15,8.00,7.2
0,2015-07-31T16:42:09,32822887,503848128,11639,-69.05,1,-65.50,54.53,8.00,0.4
0,2015-07-31T16:42:09,4240438,528431136,13557,-84.58,1,-74.31,49.45,8.00,0.6
0,2015-07-31T16:42:09,25743395,539807232,4880,-71.32,1,-73.90,62.15,8.00,0.5
0,2015-07-31T16:42:09,16310121,539870656,9761,-78.95,2,-81.36,42.59,8.00,6.1
0,2015-07-31T16:42:09,49458839,539935360,14642,-81.16,2,-79.76,46.77,8.00,0.8
0,2015-07-31T16:42:09,15919582,539999296,13247,-58.98,1,-78.00,51.40,8.00,6.2
0,2015-07-31T16:42:09,59276981,540062720,14642,-59.48,2,-79.55,47.34,8.00,5.3
0,2015-07-31T16:42:09,15460432,540127872,9761,-72.75,2,-81.30,42.73,8.00,3.5
0,2015-07-31T16:42:09,99730195,540188864,4880,-53.4,1,-78.18,50.92,8.00,9.8
0,2015-07-31T16:42:09,425015,552996224,11931,-60.04,1,-60.65,37.23,8.00,1.7
0,2015-07-31T16:42:09,28681267,577580928,15392,-86.58,1,-69.53,61.90,8.00,2.1
0,2015-07-31T16:42:09,6609171,589866048,9761,-50.26,1,-102.89,95.06,8.00,4.6
0,2015-07-31T16:42:09,79805425,589864576,4880,-89.26,1,-79.16,60.26,8.00,3.1
0,2015-07-31T16:42:09,68558101,500017344,29283,-97.07,1,-73.90,62.15,8.00,1.7
0,2015-07-31T16:42:09,14956868,500008800,4880,-104.23,1,-73.90,62.15,8.00,0.5
0,2015-07-31T16:42:09,33536844,500012480,9761,-82.02,1,-73.90,62.15,8.00,0.8
0,2015-07-31T16:42:09,24467482,503848448,12472,-71.48,1,-61.50,41.81,8.00,1
0,2015-07-31T16:42:09,55307331,528431712,13248,-72.36,1,-62.23,36.26,8.00,1.9
0,2015-07-31T16:42:09,32482906,539807232,4880,-78.91,1,-73.90,62.15,8.00,0.4
0,2015-07-31T16:42:09,30947576,539870656,9761,-59.16,2,-81.36,42.59,8.00,7.8
0,2015-07-31T16:42:09,22450248,539935360,14642,-90.69,2,-79.76,46.77,8.00,7.3
0,2015-07-31T16:42:09,97797372,539999296,13247,-104.93,1,-78.00,51.40,8.00,1.6
0,2015-07-31T16:42:09,46786745,540062720,14642,-100.41,2,-79.55,47.34,8.00,6.1
0,2015-07-31T16:42:09,47458221,540127872,9761,-102.58,2,-81.30,42.73,8.00,9.5
0,2015-07-31T16:42:09,30348731,540188864,4880,-93.47,1,-78.18,50.92,8.00,3
0,2015-07-31T16:42:09,92288871,552996480,12473,-80.22,1,-54.90,37.46,8.00,2.5
0,2015-07-31T16:42:09,57248463,577581056,13178,-82.08,1,-68.19,53.91,8.00,2.8
0,2015-07-31T16:42:09,36842422,589866048,9761,-92.2,1,-102.89,95.06,8.00,0.3
0,2015-07-31T16:42:09,71212546,589864576,4880,-82.75,1,-79.16,60.26,8.00,6.8
0,2015-07-31T16:42:09,39648833,500017344,29283,-66.2,1,-73.90,62.15,8.00,4.6
0,2015-07-31T16:42:09,46399278,500008800,4880,-59.46,1,-73.90,62.15,8.00,6.8
0,2015-07-31T16:42:09,85094930,500012480,9761,-64.09,1,-73.90,62.15,8.00,6.7
0,2015-07-31T16:42:09,39155812,503848704,9761,-81.84,1,-43.56,8.07,8.00,1.9
0,2015-07-31T16:42:09,58538001,528431776,11714,-97.32,1,-43.56,8.07,8.00,7
0,2015-07-31T16:42:09,15474610,539807232,4880,-64.81,1,-73.90,62.15,8.00,1.3
0,2015-07-31T16:42:09,15065871,539870656,9761,-98.93,2,-81.36,42.59,8.00,0.9
0,2015-07-31T16:42:09,81740911,539935360,14642,-56.35,2,-79.76,46.77,8.00,6.4
0,2015-07-31T16:42:09,38624053,539999296,13247,-85.03,1,-78.00,51.40,8.00,6.5
0,2015-07-31T16:42:09,81095435,540062720,14642,-79.03,2,-79.55,47.34,8.00,6
0,2015-07-31T16:42:09,6564073,540127872,9761,-65.51,2,-81.30,42.73,8.00,0.8
0,2015-07-31T16:42:09,10829191,540188864,4880,-104.02,1,-78.18,50.92,8.00,0.2
0,2015-07-31T16:42:09,76840011,552997824,8784,-89.42,1,-43.56,8.07,8.00,1.5
0,2015-07-31T16:42:09,73077782,577581312,11853,-90.6,1,-57.28,37.28,8.00,1.3
0,2015-07-31T16:42:09,50747934,589866048,9761,-103.52,1,-102.89,95.06,8.00,5
0,2015-07-31T16:42:09,9667320,589864576,4880,-101.43,1,-79.16,60.26,8.00,1.1
0,2015-07-31T16:42:09,4557717,500017344,29283,-101.86,1,-73.90,62.15,8.00,1.9
0,2015-07-31T16:42:09,38161878,500008800,4880,-75.2,1,-73.90,62.15,8.00,3.6
0,2015-07-31T16:42:09,5760355,500012480,9761,-49.03,1,-73.90,62.15,8.00,8.3
0,2015-07-31T16:42:09,50331448,503848704,9761,-66.37,1,-43.56,8.07,8.00,2.1
0,2015-07-31T16:42:09,16326338,528431296,10737,-95.75,1,-43.56,8.07,8.00,1.5
0,2015-07-31T16:42:09,41762138,539807232,4880,-32.65,1,-73.90,62.15,8.00,2.2
0,2015-07-31T16:42:09,21803373,539870656,9761,-80.07,2,-81.36,42.59,8.00,5.4
0,2015-07-31T16:42:09,37212699,539935360,14642,-102.96,2,-79.76,46.77,8.00,6.4
0,2015-07-31T16:42:09,65937245,539999296,13247,-65.45,1,-78.00,51.40,8.00,0.2
0,2015-07-31T16:42:09,40255766,540062720,14642,-84.87,2,-79.55,47.34,8.00,9.4
0,2015-07-31T16:42:09,32803700,540127872,9761,-78.11,2,-81.30,42.73,8.00,9.6
0,2015-07-31T16:42:09,1051263,540188864,4880,-78.94,1,-78.18,50.92,8.00,6.4
0,2015-07-31T16:42:09,79132657,552997824,8784,-72.85,1,-43.56,8.07,8.00,2.5
0,2015-07-31T16:42:09,45458424,577581824,8785,-86.61,1,-43.56,8.07,8.00,7.8
0,2015-07-31T16:42:09,27387084,589866048,9761,-52.12,1,-102.89,95.06,8.00,6.2
0,2015-07-31T16:42:09,75435268,589864576,4880,-73.47,1,-79.16,60.26,8.00,2.6
0,2015-07-31T16:42:09,1193327,500017344,29283,-34.35,1,-73.90,62.15,8.00,8.4
0,2015-07-31T16:42:09,79046638,500008800,4880,-65.14,1,-73.90,62.15,8.00,4.6
0,2015-07-31T16:42:09,86999637,500012480,9761,-55.9,1,-73.90,62.15,8.00,1.3
0,2015-07-31T16:42:09,91632202,503848704,9761,-75.47,1,-43.56,8.07,8.00,0.8
0,2015-07-31T16:42:09,39957087,528431296,10737,-71.24,1,-43.56,8.07,8.00,0.9
0,2015-07-31T16:42:09,86244945,539807232,4880,-67.3,1,-73.90,62.15,8.00,1.7
0,2015-07-31T16:42:09,98401562,539870656,9761,-90.89,2,-81.36,42.59,8.00,4.8
0,2015-07-31T16:42:09,66043051,539935360,14642,-90.71,2,-79.76,46.77,8.00,5
0,2015-07-31T16:42:09,25544322,539999296,13247,-78.27,1,-78.00,51.40,8.00,3.8
0,2015-07-31T16:42:09,85415087,540062720,14642,-43.66,2,-79.55,47.34,8.00,1.4
0,2015-07-31T16:42:09,26498629,540127872,9761,-87.03,2,-81.30,42.73,8.00,5.3
0,2015-07-31T16:42:09,72135147,540188864,4880,-56.84,1,-78.18,50.92,8.00,2.8
0,2015-07-31T16:42:09,13166037,552997824,8784,-91.74,1,-43.56,8.07,8.00,2.4
0,2015-07-31T16:42:09,19393307,577581824,8785,-75.5,1,-43.56,8.07,8.00,1.3
0,2015-07-31T16:42:09,49701969,589866048,9761,-98.72,1,-102.89,95.06,8.00,9
0,2015-07-31T16:42:09,33647646,589864576,4880,-43.19,1,-79.16,60.26,8.00,0.1
0,2015-07-31T16:42:09,3209728,500017344,29283,-98.39,1,-73.90,62.15,8.00,6.9
0,2015-07-31T16:42:09,87490199,500008800,4880,-99.6,1,-73.90,62.15,8.00,4.1
0,2015-07-31T16:42:09,70969122,500012480,9761,-86.74,1,-73.90,62.15,8.00,3.2
0,2015-07-31T16:42:09,76163359,503848704,9761,-93.95,1,-43.56,8.07,8.00,0.6
0,2015-07-31T16:42:09,14886920,528431776,9761,-77.45,1,-43.56,8.07,8.00,3.7
0,2015-07-31T16:42:09,22437643,539807232,4880,-72.4,1,-73.90,62.15,8.00,1.3
0,2015-07-31T16:42:09,88429694,539870656,9761,-99.87,2,-81.36,42.59,8.00,1.8
0,2015-07-31T16:42:09,37138275,539935360,14642,-95.49,2,-79.76,46.77,8.00,7
0,2015-07-31T16:42:09,39493002,539999296,13247,-66,1,-78.00,51.40,8.00,4.4
0,2015-07-31T16:42:09,74053593,540062720,14642,-86.2,2,-79.55,47.34,8.00,2.7
0,2015-07-31T16:42:09,90703912,540127872,9761,-72.83,2,-81.30,42.73,8.00,3.7
0,2015-07-31T16:42:09,51581826,540188864,4880,-71.1,1,-78.18,50.92,8.00,1.7
0,2015-07-31T16:42:09,23830334,552997824,8784,-96.26,1,-43.56,8.07,8.00,0.7
0,2015-07-31T16:42:09,8946893,577581824,8785,-82.75,1,-43.56,8.07,8.00,0.6
0,2015-07-31T16:42:09,53764290,589866048,9761,-64.35,1,-102.89,95.06,8.00,2.5
0,2015-07-31T16:42:09,35662958,589864576,4880,-55.01,1,-79.16,60.26,8.00,2.7
0,2015-07-31T16:42:09,73631267,500017344,29283,-71.92,1,-73.90,62.15,8.00,2.1
0,2015-07-31T16:42:09,55048377,500008800,4880,-88.34,1,-73.90,62.15,8.00,4.8
0,2015-07-31T16:42:09,45116385,500012480,9761,-93.64,1,-73.90,62.15,8.00,0.7
0,2015-07-31T16:42:09,85258183,503848704,9761,-98.15,1,-43.56,8.07,8.00,6.2
